,user,text,favorite_count,retweet_count,created_at
139,POTUS,"Today's bipartisan Senate passage of the Respect for Marriage Act proves our nation is on the brink of reaffirming a fundamental truth: love is love.

I look forward to the House passing this legislation and sending it to my desk, where I will proudly sign it into law.",33785,5491,2022-11-30 02:15:00+00:00
140,POTUS,"It’s been a rough few years for hard-working Americans. And for a lot of families, things are still tough.
 
There are bright spots where America is reasserting itself. Bringing manufacturing back to our nation is one of them. https://t.co/fHVKw7x6DT",10509,1715,2022-11-30 01:48:42+00:00
141,POTUS,"For too long, we've shipped American jobs overseas.
 
On my watch, we're shipping products overseas. And we're making those products with union labor in union-built factories.",20168,4202,2022-11-29 23:50:00+00:00
142,POTUS,"Jill and I are deeply saddened by the death of our friend Congressman Don McEachin of Virginia.

Don was a fighter for justice, civil rights, and communities often left behind. I will always be grateful for his friendship.

May God bless the entire McEachin family.",11369,1417,2022-11-29 23:17:38+00:00
143,POTUS,We did. https://t.co/yO4Pe52N4F,44827,3491,2022-11-29 22:30:00+00:00
144,POTUS,"Finding common ground is crucial to funding the government, COVID, and the war in Ukraine – and resolving the train strike.
 
That’s why this morning, @VP and I met with the top leaders in Congress to get things done for the American people. https://t.co/driKYAEEsv",8160,1593,2022-11-29 20:57:49+00:00
145,POTUS,Tune in as I discuss how our economic plan is leading a manufacturing boom in Michigan and across America. https://t.co/HltsWKXkOV,3875,918,2022-11-29 20:18:20+00:00
146,POTUS,"Our releases from the Strategic Petroleum Reserve – and my call for global partners to release reserves of their own – have helped gas prices drop below where they were prior to Putin’s invasion of Ukraine.
 
We're blunting Putin's price hike.",16810,3377,2022-11-29 19:33:38+00:00
147,POTUS,We believe that we will win. https://t.co/Q03F8so0mK,47277,4113,2022-11-29 18:41:48+00:00
148,POTUS,"Gas prices have fallen to levels they were at prior to Putin’s invasion – down $1.50 a gallon since their summer peak.

This is important breathing room for American families and meets a key commitment I made. We’ll continue to do everything we can to bring prices down even more. https://t.co/iTVOGUbYSL",15976,3471,2022-11-29 18:01:35+00:00
149,POTUS,"Yesterday I met the 2022 U.S. Nobel Prize Winners in Chemistry, Physics, and Economic Sciences. They've created some of the most exciting breakthroughs in human understanding and have expanded our sense of possibility.

Congratulations, Dr. Clauser, Dr. Bertozzi, and Dr. Diamond. https://t.co/9Z4rYLSg6u",18017,2458,2022-11-29 16:57:42+00:00
150,POTUS,"At this critical moment for our economy, in the holiday season, we cannot hurl the U.S. into a devastating rail freight shutdown.

Congress should get this bill to my desk as soon as possible so we can avoid disruption.",7318,1203,2022-11-29 00:15:01+00:00
151,POTUS,"No one should have to choose between their job and their health – or the health of their children. I have pressed legislation and proposals to advance the cause of paid leave in my two years in office, and will continue to do so.",8130,1367,2022-11-29 00:15:01+00:00
152,POTUS,"As a proud pro-labor President, I'm reluctant to override the ratification procedures and views of those who voted against the agreement.

But in this case – where the economic impact of a shutdown would hurt millions – I believe Congress must use its powers to adopt this deal.",5175,833,2022-11-29 00:15:00+00:00
153,POTUS,"I'm calling on Congress to pass legislation immediately to adopt the Tentative Agreement between railroad workers and operators.

Let me be clear: a rail shutdown would devastate our economy. Without freight rail, many U.S. industries would shut down.",26648,4980,2022-11-29 00:15:00+00:00
154,POTUS,"My Administration is resolving supply chain problems to get goods to people quicker and cheaper. 

Through my Bipartisan Infrastructure Law, we're moving items through ports quicker, modernizing airports, and repairing roads and bridges.",11478,2485,2022-11-29 00:00:00+00:00
155,POTUS,"Right now, seniors on Medicare pay as much as $1,000 a month for insulin.

Starting January 1, we’re capping that cost at $35 a month per prescription.",66827,9596,2022-11-28 23:00:00+00:00
156,POTUS,"We’re providing even more breathing room to working- and middle-class families.

Progress is being made in America. https://t.co/aPb4ikalLn",9107,2161,2022-11-28 22:00:02+00:00
157,POTUS,"On days like today, where many folks are holiday shopping online, my Administration is working to protect Americans from hidden junk fees. 

We’re making sure that money goes back into your pocket.",11846,2268,2022-11-28 21:30:00+00:00
158,POTUS,"It’s official, the White House is ready for the holidays. https://t.co/QJqKdFMola",58386,5466,2022-11-28 20:45:02+00:00
159,POTUS,"Today I signed a Presidential Memorandum that will strengthen our nation's efforts to combat sexual violence as a weapon of war, a too-often overlooked and underreported crime.

I remain committed to confronting gender-based violence – in all forms – here and around the world.",25143,4683,2022-11-28 17:00:12+00:00
160,POTUS,"My Administration is rebuilding our roads, bridges, and airports, replacing lead pipes, cleaning up pollution, providing affordable high-speed internet to every family in America, and more.

And we’re creating good-paying jobs in the process. https://t.co/UGJJvrjatD",16727,3679,2022-11-27 22:00:03+00:00
161,POTUS,"The heart of American capitalism is open and fair competition. 

If companies want to win your business, they have to up their game with better prices and services, and new ideas and products.

I’m working to make the heart of American capitalism work for everyone.",16023,3481,2022-11-27 21:00:00+00:00
162,POTUS,"We're making electric vehicles more affordable for families, jumpstarting the first national EV charging network, and bringing in historic investments for EV battery manufacturing here at home.

Electric vehicles are here to stay. https://t.co/I6akwVfdL2",20070,3173,2022-11-27 20:04:38+00:00
163,POTUS,"More Americans applied to start new small businesses last year than ever before.
 
We’re building an economy from the bottom up and middle out. And it’s working.",26862,5085,2022-11-27 15:00:35+00:00
164,POTUS,"Fair competition is was what made America the wealthiest, most innovative nation in history.
 
Now, imagine if we gave everyone a full and fair chance to get ahead.  That’s what I plan to do.",30054,5418,2022-11-27 00:00:03+00:00
165,POTUS,"Shop small today, America! https://t.co/iHlbtFR9hO",29939,3732,2022-11-26 19:00:04+00:00
166,POTUS,"More than 32 million small businesses employ almost half of America’s workforce and represent the heart and soul of countless communities.
 
On Small Business Saturday, we celebrate America’s small businesses and their enormous contributions to American life and prosperity.",14692,3374,2022-11-26 17:00:24+00:00
167,POTUS,"Under our Administration, 5 million Americans have gained health care coverage.",38168,6060,2022-11-25 20:30:01+00:00
168,POTUS,"While we buy gifts for our loved ones, let us be thankful for all the folks working hard to stock shelves, pack boxes, operate cash registers, take orders and deliver packages this holiday season.",10712,1927,2022-11-25 19:00:19+00:00
169,POTUS,"Supporting working people is how we continue to build the economy from the bottom up and middle out.

I will also continue fighting for the PRO Act to help workers unionize, and achieve a $15 minimum wage.",9137,1542,2022-11-25 19:00:18+00:00
170,POTUS,"My Administration strengthened the @NLRB to encourage worker organizing, got $22 million in back wages, and improved safety for millions of retail and warehouse workers. 

And, through my Minimum Wage Executive Order, we’ve supported over 55,000 workers in receiving a pay raise.",3643,692,2022-11-25 19:00:18+00:00
171,POTUS,"This season, I want to give thanks to all front line workers for their hard work in making our holidays better.

My Administration will always stand with essential workers and fight to make all jobs good jobs. Here’s how we’re getting this done:",25839,4213,2022-11-25 19:00:18+00:00
172,POTUS,"This Thanksgiving, families gathered with the peace of mind that comes with knowing that – because of vaccines – they were protected against the worst of COVID.
 
Join them. Get your updated shot this season: https://t.co/jlrmakPiNU.",6917,1365,2022-11-25 17:00:00+00:00
173,POTUS,"Native American roots are deeply embedded in this land. This Native American Heritage Day, we honor the enduring cultures and contributions of all Native Americans.
 
And recommit ourselves to fulfilling our nation's promise of equal dignity and respect for all. https://t.co/06ZaQjYUTu",26678,5669,2022-11-25 15:00:02+00:00
174,POTUS,"Jill and I were honored to speak with women and men of our Armed Forces this afternoon.
 
You gave up your seat at the Thanksgiving table to defend us – and we owe you a debt of gratitude.
 
You’re the best of America. https://t.co/Y1WLXnCZQW",34315,4837,2022-11-24 18:41:35+00:00
175,POTUS,"Connor, Danielle, Owen, and Mai – promise you won't forget about me when you run for president one day. https://t.co/Yr8UoEVu0e",19721,2518,2022-11-24 18:00:08+00:00
176,POTUS,May God bless America's service members and their families – this Thanksgiving and always. https://t.co/0hhghvgQak,16009,3372,2022-11-24 15:58:13+00:00
177,POTUS,"From the Biden family to all of yours, Happy Thanksgiving.
 
This holiday, we celebrate all that brings us together, grounded in history and our shared hopes for the future.",62936,7988,2022-11-24 14:00:10+00:00
178,POTUS,"This holiday season, we’re seeing initial signs inflation is moderating. Folks are vaccinated. And our unemployment rate is near a 50-year low.

America’s best days are ahead.",36693,5765,2022-11-23 23:00:00+00:00
179,POTUS,"Because of our Administration's economic plan, 17 states now have unemployment at or below 3%.
 
And 11 states and D.C. now have their lowest unemployment rate ever.",16706,4009,2022-11-23 21:30:00+00:00
180,POTUS,"Too many men and women in uniform were exposed to toxic fumes – they returned home with headaches, numbness, cancer.
 
My son Beau was one of them.
 
Signing the PACT Act into law got us closer to fulfilling our sacred obligation to care for service members when they come home. https://t.co/hZ0YCcCT7m",11137,2601,2022-11-23 20:00:01+00:00
181,POTUS,"Our infrastructure law represents the largest investment in rebuilding America's roads and bridges since the Interstate Highway System.

Better, safer roads for Thanksgiving travel for decades to come.",9835,2315,2022-11-23 18:30:00+00:00
182,POTUS,"Jill and I grieve for the families in Chesapeake and for Virginia, which suffered a terrible shooting at UVA earlier this month.

We mourn for those who will have empty seats at their Thanksgiving table because of these tragic events – we must take greater action.",30140,4907,2022-11-23 16:58:00+00:00
183,POTUS,"When I signed the PACT Act – a historic, bipartisan law that will help millions of toxic-exposed veterans – we moved one step closer to fulfilling our sacred obligation to care for America's veterans and their families, the very fiber of this country. https://t.co/gOmSdyqfsK",16210,3065,2022-11-23 00:00:02+00:00
184,POTUS,"As a nation we have many obligations, but we have only one truly sacred obligation: to prepare our men and women in uniform when we send them into harm’s way — and to care for them and their families when they return home.

And I promise: we will meet our obligation.",17552,3616,2022-11-22 22:30:01+00:00
185,POTUS,The PACT Act – the most significant expansion of benefits and services for toxic-exposed veterans in decades – authorized 31 new clinical sites and provides @DeptVetAffairs tools and resources to ensure we can care for our service members when they come home.,6444,1883,2022-11-22 21:55:18+00:00
186,POTUS,"I'm confident that our student debt relief plan is legal. But it’s on hold because Republican officials want to block it.

That's why @SecCardona is extending the payment pause to no later than June 30, 2023, giving the Supreme Court time to hear the case in its current term. https://t.co/873CurlHFZ",50656,10819,2022-11-22 20:19:47+00:00
187,POTUS,"This is a special season in the greatest nation on Earth, so let us be grateful.

As Scripture says: Let us rejoice always, pray continually, and give thanks in all circumstances. https://t.co/D0ou8zamR2",7703,1561,2022-11-22 19:30:02+00:00
188,POTUS,"Because of our Administration's historic investment in supporting America’s veterans, we're expanding benefits to more than 5 million veterans and removing red tape from the eligibility process.",16687,3891,2022-11-22 18:42:05+00:00
189,POTUS,"Oregon is the latest state to pardon all prior offenses of simple marijuana possession, following my pardon of federal offenses and call to Governors to do the same in their states.

It's time to right our failed approach to marijuana. I urge states to follow Oregon's example. https://t.co/5m5aeaDStO",13100,2457,2022-11-22 18:05:00+00:00
190,POTUS,Serving as your Commander in Chief is the greatest honor of my life. https://t.co/gZJNNbmLvp,31962,4097,2022-11-22 16:51:34+00:00
191,POTUS,"Jill and I were honored to join the Marines, Sailors, and families of the Second Marine Expeditionary Force last night.

Our nation is indebted to you.

And to all the military spouses and kids who joined us, Jill and I see you. We know how much you also give to our nation. https://t.co/r7FDsGldns",18397,3090,2022-11-22 15:53:57+00:00
192,POTUS,"Get the updated COVID vaccine – protect the older folks in your life, young ones under 5, your immunocompromised family and neighbors. And yourself.

https://t.co/jlrmakyfLU.",4682,1115,2022-11-22 14:47:10+00:00
193,POTUS,Join the First Lady and me as we participate in a Friendsgiving dinner with service members and their families. https://t.co/tyzAQduaBY,9345,2059,2022-11-21 23:11:09+00:00
194,POTUS,"Today, based on their temperament and commitment to be productive members of society, I hereby pardon this year’s National Thanksgiving Turkey – Chocolate.

And should he be unable to uphold his duties I also hereby pardon his alternate, Chip. https://t.co/LpXaK0OgZz",9476,1595,2022-11-21 22:45:35+00:00
195,POTUS,"Two years ago, we couldn’t even safely celebrate Thanksgiving with large family gatherings. 

Now we can – that’s progress. Let’s keep it going. Get your updated COVID-19 vaccine and flu shot. Go to https://t.co/jlrmakxHWm.",8575,1720,2022-11-21 22:15:00+00:00
196,POTUS,"Jill and I are on our way to Cherry Point, North Carolina for a Friendsgiving with troops and military families.

We are forever grateful for their service and sacrifice.",40255,5886,2022-11-21 21:45:00+00:00
197,POTUS,"Folks, meet this year’s National Thanksgiving Turkeys: Chocolate and Chip. https://t.co/bXJIVPmJZ6",41496,3613,2022-11-21 21:13:07+00:00
198,POTUS,Tune in as I pardon the National Thanksgiving Turkey. https://t.co/ZugiKevier,9549,1740,2022-11-21 16:26:39+00:00
199,POTUS,Ready to get more done for American families. https://t.co/UpbwnZVUXA,87565,8321,2022-11-21 15:17:01+00:00
